state_abb,month_date,delinquency_rate,fips_numeric,log_delinquency_rate
AL,2012-02-01,3.2,1,1.1662709371419244
AL,2012-03-01,3.1,1,1.1346227261911428
AL,2012-04-01,2.9,1,1.068153081183401
AL,2012-05-01,2.9,1,1.068153081183401
AL,2012-06-01,2.9,1,1.068153081183401
AL,2012-07-01,2.9,1,1.068153081183401
AL,2012-08-01,2.9,1,1.068153081183401
AL,2012-09-01,2.9,1,1.068153081183401
AL,2012-10-01,2.9,1,1.068153081183401
AL,2012-11-01,2.8,1,1.0331844833456543
AL,2012-12-01,2.8,1,1.0331844833456543
AL,2013-01-01,2.8,1,1.0331844833456543
AL,2013-02-01,2.8,1,1.0331844833456543
AL,2013-03-01,2.7,1,0.9969486348916096
AL,2013-04-01,2.5,1,0.9202827531436925
AL,2013-05-01,2.4,1,0.8796267475025635
AL,2013-06-01,2.4,1,0.8796267475025635
AL,2013-07-01,2.3,1,0.837247524533702
AL,2013-08-01,2.4,1,0.8796267475025635
AL,2013-09-01,2.4,1,0.8796267475025635
AL,2013-10-01,2.4,1,0.8796267475025635
AL,2013-11-01,2.4,1,0.8796267475025635
AL,2013-12-01,2.5,1,0.9202827531436925
AL,2014-01-01,2.4,1,0.8796267475025635
AL,2014-02-01,2.3,1,0.837247524533702
AL,2014-03-01,2.3,1,0.837247524533702
AL,2014-04-01,2.2,1,0.7929925155296614
AL,2014-05-01,2.2,1,0.7929925155296614
AL,2014-06-01,2.2,1,0.7929925155296614
AL,2014-07-01,2.1,1,0.7466879474879751
AL,2014-08-01,2.1,1,0.7466879474879751
AL,2014-09-01,2.1,1,0.7466879474879751
AL,2014-10-01,2.1,1,0.7466879474879751
AL,2014-11-01,2.2,1,0.7929925155296614
AL,2014-12-01,2.2,1,0.7929925155296614
AL,2015-01-01,2.2,1,0.7929925155296614
AL,2015-02-01,2,1,0.6981347220709843
AL,2015-03-01,1.8,1,0.5933268452777344
AL,2015-04-01,1.7,1,0.5364933705145685
AL,2015-05-01,1.8,1,0.5933268452777344
AL,2015-06-01,1.7,1,0.5364933705145685
AL,2015-07-01,1.8,1,0.5933268452777344
AL,2015-08-01,1.8,1,0.5933268452777344
AL,2015-09-01,1.8,1,0.5933268452777344
AL,2015-10-01,1.8,1,0.5933268452777344
AL,2015-11-01,1.8,1,0.5933268452777344
AL,2015-12-01,1.8,1,0.5933268452777344
AL,2016-01-01,1.9,1,0.6471032420585384
AL,2016-02-01,1.9,1,0.6471032420585384
AL,2016-03-01,1.7,1,0.5364933705145685
AL,2016-04-01,1.6,1,0.4762341789963717
AL,2016-05-01,1.6,1,0.4762341789963717
AL,2016-06-01,1.5,1,0.412109650826833
AL,2016-07-01,1.4,1,0.34358970439007686
AL,2016-08-01,1.4,1,0.34358970439007686
AL,2016-09-01,1.4,1,0.34358970439007686
AL,2016-10-01,1.4,1,0.34358970439007686
AL,2016-11-01,1.4,1,0.34358970439007686
AL,2016-12-01,1.5,1,0.412109650826833
AL,2017-01-01,1.5,1,0.412109650826833
AL,2017-02-01,1.4,1,0.34358970439007686
AL,2017-03-01,1.4,1,0.34358970439007686
AL,2017-04-01,1.3,1,0.2700271372130602
AL,2017-05-01,1.3,1,0.2700271372130602
AL,2017-06-01,1.2,1,0.1906203596086497
AL,2017-07-01,1.2,1,0.1906203596086497
AL,2017-08-01,1.3,1,0.2700271372130602
AL,2017-09-01,1.2,1,0.1906203596086497
AL,2017-10-01,1.2,1,0.1906203596086497
AL,2017-11-01,1.2,1,0.1906203596086497
AL,2017-12-01,1.3,1,0.2700271372130602
AL,2018-01-01,1.3,1,0.2700271372130602
AL,2018-02-01,1.3,1,0.2700271372130602
AL,2018-03-01,1.2,1,0.1906203596086497
AL,2018-04-01,1.2,1,0.1906203596086497
AL,2018-05-01,1.1,1,0.10436001532424286
AL,2018-06-01,1,1,0.009950330853168092
AL,2018-07-01,1.1,1,0.10436001532424286
AL,2018-08-01,1.1,1,0.10436001532424286
AL,2018-09-01,1.1,1,0.10436001532424286
AL,2018-10-01,1.1,1,0.10436001532424286
AL,2018-11-01,1.1,1,0.10436001532424286
AL,2018-12-01,1.1,1,0.10436001532424286
AL,2019-01-01,1.1,1,0.10436001532424286
AL,2019-02-01,1.1,1,0.10436001532424286
AL,2019-03-01,1,1,0.009950330853168092
AL,2019-04-01,0.9,1,-0.09431067947124129
AL,2019-05-01,0.9,1,-0.09431067947124129
AL,2019-06-01,0.9,1,-0.09431067947124129
AL,2019-07-01,0.9,1,-0.09431067947124129
AL,2019-08-01,1,1,0.009950330853168092
AL,2019-09-01,1,1,0.009950330853168092
AL,2019-10-01,1.1,1,0.10436001532424286
AL,2019-11-01,1,1,0.009950330853168092
AL,2019-12-01,1.1,1,0.10436001532424286
AL,2020-01-01,1.1,1,0.10436001532424286
AL,2020-02-01,1.1,1,0.10436001532424286
AL,2020-03-01,1,1,0.009950330853168092
AL,2020-04-01,0.9,1,-0.09431067947124129
AL,2020-05-01,0.9,1,-0.09431067947124129
AL,2020-06-01,0.8,1,-0.21072103131565253
AL,2020-07-01,0.8,1,-0.21072103131565253
AL,2020-08-01,0.8,1,-0.21072103131565253
AL,2020-09-01,0.8,1,-0.21072103131565253
AL,2020-10-01,0.7,1,-0.342490308946776
AL,2020-11-01,0.7,1,-0.342490308946776
AL,2020-12-01,0.7,1,-0.342490308946776
AL,2021-01-01,0.8,1,-0.21072103131565253
AL,2021-02-01,0.7,1,-0.342490308946776
AL,2021-03-01,0.7,1,-0.342490308946776
AL,2021-04-01,0.6,1,-0.4942963218147801
AL,2021-05-01,0.6,1,-0.4942963218147801
AL,2021-06-01,0.6,1,-0.4942963218147801
AL,2021-07-01,0.7,1,-0.342490308946776
AL,2021-08-01,0.7,1,-0.342490308946776
AL,2021-09-01,0.7,1,-0.342490308946776
AL,2021-10-01,0.7,1,-0.342490308946776
AL,2021-11-01,0.7,1,-0.342490308946776
AL,2021-12-01,0.8,1,-0.21072103131565253
AL,2022-01-01,0.7,1,-0.342490308946776
AL,2022-02-01,0.7,1,-0.342490308946776
AL,2022-03-01,0.6,1,-0.4942963218147801
AL,2022-04-01,0.7,1,-0.342490308946776
AL,2022-05-01,0.6,1,-0.4942963218147801
AL,2022-06-01,0.6,1,-0.4942963218147801
AL,2022-07-01,0.6,1,-0.4942963218147801
AL,2022-08-01,0.6,1,-0.4942963218147801
AL,2022-09-01,0.6,1,-0.4942963218147801
AL,2022-10-01,0.6,1,-0.4942963218147801
AL,2022-11-01,0.6,1,-0.4942963218147801
AL,2022-12-01,0.6,1,-0.4942963218147801
AL,2023-01-01,0.6,1,-0.4942963218147801
AL,2023-02-01,0.6,1,-0.4942963218147801
AL,2023-03-01,0.5,1,-0.6733445532637656
AL,2023-04-01,0.5,1,-0.6733445532637656
AL,2023-05-01,0.6,1,-0.4942963218147801
AL,2023-06-01,0.6,1,-0.4942963218147801
AL,2023-07-01,0.6,1,-0.4942963218147801
AL,2023-08-01,0.6,1,-0.4942963218147801
AL,2023-09-01,0.7,1,-0.342490308946776
AL,2023-10-01,0.7,1,-0.342490308946776
AL,2023-11-01,0.8,1,-0.21072103131565253
AL,2023-12-01,0.8,1,-0.21072103131565253
AL,2024-01-01,0.8,1,-0.21072103131565253
AL,2024-02-01,0.8,1,-0.21072103131565253
AL,2024-03-01,0.8,1,-0.21072103131565253
AL,2024-04-01,0.7,1,-0.342490308946776
AL,2024-05-01,0.7,1,-0.342490308946776
AL,2024-06-01,0.8,1,-0.21072103131565253
AL,2024-07-01,0.8,1,-0.21072103131565253
AL,2024-08-01,0.9,1,-0.09431067947124129
AL,2024-09-01,0.8,1,-0.21072103131565253
AL,2024-10-01,0.8,1,-0.21072103131565253
AL,2024-11-01,0.9,1,-0.09431067947124129
AL,2024-12-01,0.9,1,-0.09431067947124129
AL,2025-01-01,1,1,0.009950330853168092
AL,2025-02-01,0.9,1,-0.09431067947124129
AL,2025-03-01,0.9,1,-0.09431067947124129
AK,2008-01-01,0.6,2,-0.4942963218147801
AK,2008-02-01,0.8,2,-0.21072103131565253
AK,2008-03-01,0.8,2,-0.21072103131565253
AK,2008-04-01,0.7,2,-0.342490308946776
AK,2008-05-01,0.9,2,-0.09431067947124129
AK,2008-06-01,1,2,0.009950330853168092
AK,2008-07-01,1.1,2,0.10436001532424286
AK,2008-08-01,0.9,2,-0.09431067947124129
AK,2008-09-01,0.9,2,-0.09431067947124129
AK,2008-10-01,0.9,2,-0.09431067947124129
AK,2008-11-01,0.8,2,-0.21072103131565253
AK,2008-12-01,0.8,2,-0.21072103131565253
AK,2009-01-01,0.8,2,-0.21072103131565253
AK,2009-02-01,1,2,0.009950330853168092
AK,2009-03-01,1.3,2,0.2700271372130602
AK,2009-04-01,1.2,2,0.1906203596086497
AK,2009-05-01,1.3,2,0.2700271372130602
AK,2009-06-01,1.5,2,0.412109650826833
AK,2009-07-01,1.5,2,0.412109650826833
AK,2009-08-01,1.8,2,0.5933268452777344
AK,2009-09-01,2.1,2,0.7466879474879751
AK,2009-10-01,2.1,2,0.7466879474879751
AK,2009-11-01,1.9,2,0.6471032420585384
AK,2009-12-01,2.1,2,0.7466879474879751
AK,2010-01-01,2.1,2,0.7466879474879751
AK,2010-02-01,2.2,2,0.7929925155296614
AK,2010-03-01,1.9,2,0.6471032420585384
AK,2010-04-01,1.9,2,0.6471032420585384
AK,2010-05-01,2,2,0.6981347220709843
AK,2010-06-01,1.9,2,0.6471032420585384
AK,2010-07-01,2,2,0.6981347220709843
AK,2010-08-01,1.8,2,0.5933268452777344
AK,2010-09-01,1.8,2,0.5933268452777344
AK,2010-10-01,1.6,2,0.4762341789963717
AK,2010-11-01,1.7,2,0.5364933705145685
AK,2010-12-01,1.7,2,0.5364933705145685
AK,2011-01-01,1.6,2,0.4762341789963717
AK,2011-02-01,1.6,2,0.4762341789963717
AK,2011-03-01,1.4,2,0.34358970439007686
AK,2011-04-01,1.4,2,0.34358970439007686
AK,2011-05-01,1.5,2,0.412109650826833
AK,2011-06-01,1.5,2,0.412109650826833
AK,2011-07-01,1.6,2,0.4762341789963717
AK,2011-08-01,1.7,2,0.5364933705145685
AK,2011-09-01,1.7,2,0.5364933705145685
AK,2011-10-01,1.6,2,0.4762341789963717
AK,2011-11-01,1.5,2,0.412109650826833
AK,2011-12-01,1.7,2,0.5364933705145685
AK,2012-01-01,1.5,2,0.412109650826833
AK,2012-02-01,1.5,2,0.412109650826833
AK,2012-03-01,1.4,2,0.34358970439007686
AK,2012-04-01,1.4,2,0.34358970439007686
AK,2012-05-01,1.4,2,0.34358970439007686
AK,2012-06-01,1.4,2,0.34358970439007686
AK,2012-07-01,1.4,2,0.34358970439007686
AK,2012-08-01,1.3,2,0.2700271372130602
AK,2012-09-01,1.4,2,0.34358970439007686
AK,2012-10-01,1.3,2,0.2700271372130602
AK,2012-11-01,1.2,2,0.1906203596086497
AK,2012-12-01,1.3,2,0.2700271372130602
AK,2013-01-01,1.2,2,0.1906203596086497
AK,2013-02-01,1.1,2,0.10436001532424286
AK,2013-03-01,1.3,2,0.2700271372130602
AK,2013-04-01,1,2,0.009950330853168092
AK,2013-05-01,1.1,2,0.10436001532424286
AK,2013-06-01,1.2,2,0.1906203596086497
AK,2013-07-01,1.1,2,0.10436001532424286
AK,2013-08-01,1.1,2,0.10436001532424286
AK,2013-09-01,1.1,2,0.10436001532424286
AK,2013-10-01,1.1,2,0.10436001532424286
AK,2013-11-01,1.1,2,0.10436001532424286
AK,2013-12-01,1,2,0.009950330853168092
AK,2014-01-01,1,2,0.009950330853168092
AK,2014-02-01,1.1,2,0.10436001532424286
AK,2014-03-01,1.1,2,0.10436001532424286
AK,2014-04-01,1.1,2,0.10436001532424286
AK,2014-05-01,1,2,0.009950330853168092
AK,2014-06-01,0.9,2,-0.09431067947124129
AK,2014-07-01,0.8,2,-0.21072103131565253
AK,2014-08-01,0.9,2,-0.09431067947124129
AK,2014-09-01,1,2,0.009950330853168092
AK,2014-10-01,0.9,2,-0.09431067947124129
AK,2014-11-01,0.9,2,-0.09431067947124129
AK,2014-12-01,0.9,2,-0.09431067947124129
AK,2015-01-01,0.9,2,-0.09431067947124129
AK,2015-02-01,0.8,2,-0.21072103131565253
AK,2015-03-01,0.7,2,-0.342490308946776
AK,2015-04-01,0.8,2,-0.21072103131565253
AK,2015-05-01,0.8,2,-0.21072103131565253
AK,2015-06-01,0.9,2,-0.09431067947124129
AK,2015-07-01,0.9,2,-0.09431067947124129
AK,2015-08-01,1,2,0.009950330853168092
AK,2015-09-01,0.9,2,-0.09431067947124129
AK,2015-10-01,0.9,2,-0.09431067947124129
AK,2015-11-01,0.6,2,-0.4942963218147801
AK,2015-12-01,0.7,2,-0.342490308946776
AK,2016-01-01,0.7,2,-0.342490308946776
AK,2016-02-01,0.8,2,-0.21072103131565253
AK,2016-03-01,0.6,2,-0.4942963218147801
AK,2016-04-01,0.7,2,-0.342490308946776
AK,2016-05-01,0.7,2,-0.342490308946776
AK,2016-06-01,0.8,2,-0.21072103131565253
AK,2016-07-01,0.7,2,-0.342490308946776
AK,2016-08-01,0.7,2,-0.342490308946776
AK,2016-09-01,0.7,2,-0.342490308946776
AK,2016-10-01,0.7,2,-0.342490308946776
AK,2016-11-01,0.7,2,-0.342490308946776
AK,2016-12-01,0.6,2,-0.4942963218147801
AK,2017-01-01,0.6,2,-0.4942963218147801
AK,2017-02-01,0.5,2,-0.6733445532637656
AK,2017-03-01,0.6,2,-0.4942963218147801
AK,2017-04-01,0.6,2,-0.4942963218147801
AK,2017-05-01,0.6,2,-0.4942963218147801
AK,2017-06-01,0.7,2,-0.342490308946776
AK,2017-07-01,0.7,2,-0.342490308946776
AK,2017-08-01,0.7,2,-0.342490308946776
AK,2017-09-01,0.8,2,-0.21072103131565253
AK,2017-10-01,0.8,2,-0.21072103131565253
AK,2017-11-01,0.8,2,-0.21072103131565253
AK,2017-12-01,0.8,2,-0.21072103131565253
AK,2018-01-01,0.7,2,-0.342490308946776
AK,2018-02-01,0.7,2,-0.342490308946776
AK,2018-03-01,0.8,2,-0.21072103131565253
AK,2018-04-01,0.8,2,-0.21072103131565253
AK,2018-05-01,0.8,2,-0.21072103131565253
AK,2018-06-01,0.9,2,-0.09431067947124129
AK,2018-07-01,0.8,2,-0.21072103131565253
AK,2018-08-01,0.8,2,-0.21072103131565253
AK,2018-09-01,0.9,2,-0.09431067947124129
AK,2018-10-01,0.7,2,-0.342490308946776
AK,2018-11-01,0.7,2,-0.342490308946776
AK,2018-12-01,0.7,2,-0.342490308946776
AK,2019-01-01,0.7,2,-0.342490308946776
AK,2019-02-01,0.7,2,-0.342490308946776
AK,2019-03-01,0.7,2,-0.342490308946776
AK,2019-04-01,0.6,2,-0.4942963218147801
AK,2019-05-01,0.6,2,-0.4942963218147801
AK,2019-06-01,0.7,2,-0.342490308946776
AK,2019-07-01,0.7,2,-0.342490308946776
AK,2019-08-01,0.8,2,-0.21072103131565253
AK,2019-09-01,0.7,2,-0.342490308946776
AK,2019-10-01,0.6,2,-0.4942963218147801
AK,2019-11-01,0.6,2,-0.4942963218147801
AK,2019-12-01,0.6,2,-0.4942963218147801
AK,2020-01-01,0.6,2,-0.4942963218147801
AK,2020-02-01,0.6,2,-0.4942963218147801
AK,2020-03-01,0.6,2,-0.4942963218147801
AK,2020-04-01,0.7,2,-0.342490308946776
AK,2020-05-01,0.6,2,-0.4942963218147801
AK,2020-06-01,0.7,2,-0.342490308946776
AK,2020-07-01,0.6,2,-0.4942963218147801
AK,2020-08-01,0.6,2,-0.4942963218147801
AK,2020-09-01,0.6,2,-0.4942963218147801
AK,2020-10-01,0.6,2,-0.4942963218147801
AK,2020-11-01,0.5,2,-0.6733445532637656
AK,2020-12-01,0.5,2,-0.6733445532637656
AK,2021-01-01,0.4,2,-0.8915981192837835
AK,2021-02-01,0.5,2,-0.6733445532637656
AK,2021-03-01,0.5,2,-0.6733445532637656
AK,2021-04-01,0.4,2,-0.8915981192837835
AK,2021-05-01,0.5,2,-0.6733445532637656
AK,2021-06-01,0.5,2,-0.6733445532637656
AK,2021-07-01,0.6,2,-0.4942963218147801
AK,2021-08-01,0.5,2,-0.6733445532637656
AK,2021-09-01,0.5,2,-0.6733445532637656
AK,2021-10-01,0.5,2,-0.6733445532637656
AK,2021-11-01,0.6,2,-0.4942963218147801
AK,2021-12-01,0.5,2,-0.6733445532637656
AK,2022-01-01,0.4,2,-0.8915981192837835
AK,2022-02-01,0.6,2,-0.4942963218147801
AK,2022-03-01,0.6,2,-0.4942963218147801
AK,2022-04-01,0.5,2,-0.6733445532637656
AK,2022-05-01,0.5,2,-0.6733445532637656
AK,2022-06-01,0.4,2,-0.8915981192837835
AK,2022-07-01,0.5,2,-0.6733445532637656
AK,2022-08-01,0.5,2,-0.6733445532637656
AK,2022-09-01,0.5,2,-0.6733445532637656
AK,2022-10-01,0.3,2,-1.171182981502945
AK,2022-11-01,0.3,2,-1.171182981502945
AK,2022-12-01,0.2,2,-1.5606477482646683
AK,2023-01-01,0.3,2,-1.171182981502945
AK,2023-02-01,0.4,2,-0.8915981192837835
AK,2023-03-01,0.4,2,-0.8915981192837835
AK,2023-04-01,0.5,2,-0.6733445532637656
AK,2023-05-01,0.4,2,-0.8915981192837835
AK,2023-06-01,0.5,2,-0.6733445532637656
AK,2023-07-01,0.4,2,-0.8915981192837835
AK,2023-08-01,0.5,2,-0.6733445532637656
AK,2023-09-01,0.6,2,-0.4942963218147801
AK,2023-10-01,0.5,2,-0.6733445532637656
AK,2023-11-01,0.5,2,-0.6733445532637656
AK,2023-12-01,0.6,2,-0.4942963218147801
AK,2024-01-01,0.5,2,-0.6733445532637656
AK,2024-02-01,0.7,2,-0.342490308946776
AK,2024-03-01,0.6,2,-0.4942963218147801
AK,2024-04-01,0.6,2,-0.4942963218147801
AK,2024-05-01,0.5,2,-0.6733445532637656
AK,2024-06-01,0.5,2,-0.6733445532637656
AK,2024-07-01,0.5,2,-0.6733445532637656
AK,2024-08-01,0.6,2,-0.4942963218147801
AK,2024-09-01,0.6,2,-0.4942963218147801
AK,2024-10-01,0.7,2,-0.342490308946776
AK,2024-11-01,0.6,2,-0.4942963218147801
AK,2024-12-01,0.6,2,-0.4942963218147801
AK,2025-01-01,0.6,2,-0.4942963218147801
AK,2025-02-01,0.6,2,-0.4942963218147801
AK,2025-03-01,0.6,2,-0.4942963218147801
AZ,2008-01-01,1.5,4,0.412109650826833
AZ,2008-02-01,1.7,4,0.5364933705145685
AZ,2008-03-01,1.7,4,0.5364933705145685
AZ,2008-04-01,1.8,4,0.5933268452777344
AZ,2008-05-01,1.8,4,0.5933268452777344
AZ,2008-06-01,1.9,4,0.6471032420585384
AZ,2008-07-01,2.1,4,0.7466879474879751
AZ,2008-08-01,2.2,4,0.7929925155296614
AZ,2008-09-01,2.5,4,0.9202827531436925
AZ,2008-10-01,2.9,4,1.068153081183401
AZ,2008-11-01,3.1,4,1.1346227261911428
AZ,2008-12-01,3.5,4,1.2556160374777743
AZ,2009-01-01,4,4,1.3887912413184778
AZ,2009-02-01,4.3,4,1.4609379041156563
AZ,2009-03-01,4.6,4,1.528227857008557
AZ,2009-04-01,5,4,1.6114359150967734
AZ,2009-05-01,5.4,4,1.6882490928583902
AZ,2009-06-01,5.8,4,1.7595805708638197
AZ,2009-07-01,6.1,4,1.8099267731835038
AZ,2009-08-01,6.3,4,1.8421356765531218
AZ,2009-09-01,6.8,4,1.918392120161421
AZ,2009-10-01,7.1,4,1.9615022438151495
AZ,2009-11-01,7.3,4,1.9892432737616872
AZ,2009-12-01,7.5,4,2.0162354657760435
AZ,2010-01-01,7.6,4,2.0294631718735943
AZ,2010-02-01,7.6,4,2.0294631718735943
AZ,2010-03-01,7.3,4,1.9892432737616872
AZ,2010-04-01,7,4,1.9473377010464987
AZ,2010-05-01,6.8,4,1.918392120161421
AZ,2010-06-01,6.4,4,1.8578592709325787
AZ,2010-07-01,6.1,4,1.8099267731835038
AZ,2010-08-01,5.9,4,1.776645831418007
AZ,2010-09-01,5.8,4,1.7595805708638197
AZ,2010-10-01,5.7,4,1.742219023667919
AZ,2010-11-01,5.5,4,1.706564623164823
AZ,2010-12-01,5.5,4,1.706564623164823
AZ,2011-01-01,5.5,4,1.706564623164823
AZ,2011-02-01,5.2,4,1.6505798557652755
AZ,2011-03-01,5,4,1.6114359150967734
AZ,2011-04-01,4.9,4,1.5912739418064292
AZ,2011-05-01,4.9,4,1.5912739418064292
AZ,2011-06-01,4.6,4,1.528227857008557
AZ,2011-07-01,4.4,4,1.4838746894587547
AZ,2011-08-01,4.2,4,1.43746264769429
AZ,2011-09-01,4.2,4,1.43746264769429
AZ,2011-10-01,4.2,4,1.43746264769429
AZ,2011-11-01,4.2,4,1.43746264769429
AZ,2011-12-01,4,4,1.3887912413184778
AZ,2012-01-01,4,4,1.3887912413184778
AZ,2012-02-01,3.9,4,1.3635373739972743
AZ,2012-03-01,3.7,4,1.3110318766193438
AZ,2012-04-01,3.4,4,1.2267122912954254
AZ,2012-05-01,3.4,4,1.2267122912954254
AZ,2012-06-01,3.3,4,1.1969481893889715
AZ,2012-07-01,3.2,4,1.1662709371419244
AZ,2012-08-01,3,4,1.1019400787607843
AZ,2012-09-01,2.9,4,1.068153081183401
AZ,2012-10-01,2.9,4,1.068153081183401
AZ,2012-11-01,2.9,4,1.068153081183401
AZ,2012-12-01,2.7,4,0.9969486348916096
AZ,2013-01-01,2.6,4,0.959350221334602
AZ,2013-02-01,2.5,4,0.9202827531436925
AZ,2013-03-01,2.4,4,0.8796267475025635
AZ,2013-04-01,2.2,4,0.7929925155296614
AZ,2013-05-01,2.1,4,0.7466879474879751
AZ,2013-06-01,2,4,0.6981347220709843
AZ,2013-07-01,1.7,4,0.5364933705145685
AZ,2013-08-01,1.6,4,0.4762341789963717
AZ,2013-09-01,1.6,4,0.4762341789963717
AZ,2013-10-01,1.5,4,0.412109650826833
AZ,2013-11-01,1.5,4,0.412109650826833
AZ,2013-12-01,1.6,4,0.4762341789963717
AZ,2014-01-01,1.6,4,0.4762341789963717
AZ,2014-02-01,1.5,4,0.412109650826833
AZ,2014-03-01,1.4,4,0.34358970439007686
AZ,2014-04-01,1.3,4,0.2700271372130602
AZ,2014-05-01,1.3,4,0.2700271372130602
AZ,2014-06-01,1.3,4,0.2700271372130602
AZ,2014-07-01,1.3,4,0.2700271372130602
AZ,2014-08-01,1.3,4,0.2700271372130602
AZ,2014-09-01,1.3,4,0.2700271372130602
AZ,2014-10-01,1.3,4,0.2700271372130602
AZ,2014-11-01,1.3,4,0.2700271372130602
AZ,2014-12-01,1.4,4,0.34358970439007686
AZ,2015-01-01,1.3,4,0.2700271372130602
AZ,2015-02-01,1.3,4,0.2700271372130602
AZ,2015-03-01,1.2,4,0.1906203596086497
AZ,2015-04-01,1.2,4,0.1906203596086497
AZ,2015-05-01,1.2,4,0.1906203596086497
AZ,2015-06-01,1.1,4,0.10436001532424286
AZ,2015-07-01,1.1,4,0.10436001532424286
AZ,2015-08-01,1.1,4,0.10436001532424286
AZ,2015-09-01,1.1,4,0.10436001532424286
AZ,2015-10-01,1.1,4,0.10436001532424286
AZ,2015-11-01,1.1,4,0.10436001532424286
AZ,2015-12-01,1.1,4,0.10436001532424286
AZ,2016-01-01,1.1,4,0.10436001532424286
AZ,2016-02-01,1.2,4,0.1906203596086497
AZ,2016-03-01,1,4,0.009950330853168092
AZ,2016-04-01,0.9,4,-0.09431067947124129
AZ,2016-05-01,1,4,0.009950330853168092
AZ,2016-06-01,1,4,0.009950330853168092
AZ,2016-07-01,0.9,4,-0.09431067947124129
AZ,2016-08-01,0.9,4,-0.09431067947124129
AZ,2016-09-01,0.9,4,-0.09431067947124129
AZ,2016-10-01,0.9,4,-0.09431067947124129
AZ,2016-11-01,0.9,4,-0.09431067947124129
AZ,2016-12-01,0.9,4,-0.09431067947124129
AZ,2017-01-01,0.9,4,-0.09431067947124129
AZ,2017-02-01,0.8,4,-0.21072103131565253
AZ,2017-03-01,0.8,4,-0.21072103131565253
AZ,2017-04-01,0.7,4,-0.342490308946776
AZ,2017-05-01,0.7,4,-0.342490308946776
AZ,2017-06-01,0.7,4,-0.342490308946776
AZ,2017-07-01,0.7,4,-0.342490308946776
AZ,2017-08-01,0.6,4,-0.4942963218147801
AZ,2017-09-01,0.6,4,-0.4942963218147801
AZ,2017-10-01,0.7,4,-0.342490308946776
AZ,2017-11-01,0.6,4,-0.4942963218147801
AZ,2017-12-01,0.7,4,-0.342490308946776
AZ,2018-01-01,0.7,4,-0.342490308946776
AZ,2018-02-01,0.6,4,-0.4942963218147801
AZ,2018-03-01,0.5,4,-0.6733445532637656
AZ,2018-04-01,0.5,4,-0.6733445532637656
AZ,2018-05-01,0.5,4,-0.6733445532637656
AZ,2018-06-01,0.5,4,-0.6733445532637656
AZ,2018-07-01,0.5,4,-0.6733445532637656
AZ,2018-08-01,0.5,4,-0.6733445532637656
AZ,2018-09-01,0.6,4,-0.4942963218147801
AZ,2018-10-01,0.6,4,-0.4942963218147801
AZ,2018-11-01,0.5,4,-0.6733445532637656
AZ,2018-12-01,0.6,4,-0.4942963218147801
AZ,2019-01-01,0.6,4,-0.4942963218147801
AZ,2019-02-01,0.6,4,-0.4942963218147801
AZ,2019-03-01,0.5,4,-0.6733445532637656
