"g","t","event_time","n_treat_pre","n_treat_post","n_control_pre","n_control_post","n_total","identifiable","reason"
201806,202210,404,1,1,11,12,25,TRUE,NA
201806,202211,405,1,1,11,12,25,TRUE,NA
201806,202212,406,1,1,11,12,25,TRUE,NA
201806,202301,495,1,1,11,12,25,TRUE,NA
201806,202302,496,1,1,11,12,25,TRUE,NA
201806,202303,497,1,1,11,12,25,TRUE,NA
201806,202304,498,1,1,11,12,25,TRUE,NA
201806,202305,499,1,1,11,12,25,TRUE,NA
201806,202306,500,1,1,11,12,25,TRUE,NA
201806,202307,501,1,1,11,12,25,TRUE,NA
201806,202308,502,1,1,11,12,25,TRUE,NA
201806,202309,503,1,1,11,12,25,TRUE,NA
201806,202310,504,1,1,11,12,25,TRUE,NA
201806,202311,505,1,1,11,12,25,TRUE,NA
201806,202312,506,1,1,11,12,25,TRUE,NA
201806,202401,595,1,1,11,11,24,TRUE,NA
201806,202402,596,1,1,11,11,24,TRUE,NA
201806,202403,597,1,1,11,11,24,TRUE,NA
201806,202404,598,1,1,11,11,24,TRUE,NA
201806,202405,599,1,1,11,11,24,TRUE,NA
201806,202406,600,1,1,11,11,24,TRUE,NA
201806,202407,601,1,1,11,11,24,TRUE,NA
201806,202408,602,1,1,11,11,24,TRUE,NA
201806,202409,603,1,1,11,11,24,TRUE,NA
201806,202410,604,1,1,11,11,24,TRUE,NA
201806,202411,605,1,1,11,11,24,TRUE,NA
201806,202412,606,1,1,11,11,24,TRUE,NA
201806,202501,695,1,1,11,11,24,TRUE,NA
201806,202502,696,1,1,11,11,24,TRUE,NA
201806,202503,697,1,1,11,11,24,TRUE,NA
201806,202504,698,1,1,11,11,24,TRUE,NA
201806,202505,699,1,1,11,11,24,TRUE,NA
201806,202506,700,1,1,11,10,23,TRUE,NA
201806,202507,701,1,1,11,10,23,TRUE,NA
201806,202508,702,1,1,11,10,23,TRUE,NA
201806,202509,703,1,1,11,10,23,TRUE,NA
201808,201808,0,2,2,11,12,27,TRUE,NA
201808,201809,1,2,2,11,12,27,TRUE,NA
201808,201810,2,2,2,11,12,27,TRUE,NA
201808,201811,3,2,2,11,12,27,TRUE,NA
201808,201812,4,2,2,11,12,27,TRUE,NA
201808,201901,93,2,2,11,12,27,TRUE,NA
201808,201902,94,2,2,11,12,27,TRUE,NA
201808,201903,95,2,2,11,12,27,TRUE,NA
201808,201904,96,2,2,11,12,27,TRUE,NA
201808,201905,97,2,2,11,12,27,TRUE,NA
201808,201906,98,2,2,11,12,27,TRUE,NA
201808,201907,99,2,2,11,12,27,TRUE,NA
201808,201908,100,2,2,11,12,27,TRUE,NA
201808,201909,101,2,2,11,12,27,TRUE,NA
201808,201910,102,2,2,11,12,27,TRUE,NA
201808,201911,103,2,2,11,12,27,TRUE,NA
201808,201912,104,2,2,11,12,27,TRUE,NA
201808,202001,193,2,2,11,13,28,TRUE,NA
201808,202002,194,2,2,11,13,28,TRUE,NA
201808,202003,195,2,2,11,13,28,TRUE,NA
201808,202004,196,2,2,11,13,28,TRUE,NA
201808,202005,197,2,2,11,13,28,TRUE,NA
201808,202006,198,2,2,11,13,28,TRUE,NA
201808,202007,199,2,2,11,13,28,TRUE,NA
201808,202008,200,2,2,11,13,28,TRUE,NA
201808,202009,201,2,2,11,13,28,TRUE,NA
201808,202010,202,2,2,11,13,28,TRUE,NA
201808,202011,203,2,2,11,13,28,TRUE,NA
201808,202012,204,2,2,11,13,28,TRUE,NA
201808,202101,293,2,2,11,13,28,TRUE,NA
201808,202102,294,2,2,11,13,28,TRUE,NA
201808,202103,295,2,2,11,13,28,TRUE,NA
201808,202104,296,2,2,11,13,28,TRUE,NA
201808,202105,297,2,2,11,13,28,TRUE,NA
201808,202106,298,2,2,11,13,28,TRUE,NA
201808,202107,299,2,2,11,13,28,TRUE,NA
201808,202108,300,2,2,11,13,28,TRUE,NA
201808,202109,301,2,2,11,13,28,TRUE,NA
201808,202110,302,2,2,11,13,28,TRUE,NA
201808,202111,303,2,2,11,13,28,TRUE,NA
201808,202112,304,2,2,11,13,28,TRUE,NA
201808,202201,393,2,2,11,13,28,TRUE,NA
201808,202202,394,2,2,11,13,28,TRUE,NA
201808,202203,395,2,2,11,13,28,TRUE,NA
201808,202204,396,2,2,11,13,28,TRUE,NA
201808,202205,397,2,2,11,13,28,TRUE,NA
201808,202206,398,2,2,11,13,28,TRUE,NA
201808,202207,399,2,2,11,13,28,TRUE,NA
201808,202208,400,2,2,11,13,28,TRUE,NA
201808,202209,401,2,2,11,13,28,TRUE,NA
201808,202210,402,2,2,11,12,27,TRUE,NA
201808,202211,403,2,2,11,12,27,TRUE,NA
201808,202212,404,2,2,11,12,27,TRUE,NA
201808,202301,493,2,2,11,12,27,TRUE,NA
201808,202302,494,2,2,11,12,27,TRUE,NA
201808,202303,495,2,2,11,12,27,TRUE,NA
201808,202304,496,2,2,11,12,27,TRUE,NA
201808,202305,497,2,2,11,12,27,TRUE,NA
201808,202306,498,2,2,11,12,27,TRUE,NA
201808,202307,499,2,2,11,12,27,TRUE,NA
201808,202308,500,2,2,11,12,27,TRUE,NA
201808,202309,501,2,2,11,12,27,TRUE,NA
201808,202310,502,2,2,11,12,27,TRUE,NA
201808,202311,503,2,2,11,12,27,TRUE,NA
201808,202312,504,2,2,11,12,27,TRUE,NA
201808,202401,593,2,2,11,11,26,TRUE,NA
201808,202402,594,2,2,11,11,26,TRUE,NA
201808,202403,595,2,2,11,11,26,TRUE,NA
201808,202404,596,2,1,11,11,25,TRUE,NA
201808,202405,597,2,1,11,11,25,TRUE,NA
201808,202406,598,2,1,11,11,25,TRUE,NA
201808,202407,599,2,1,11,11,25,TRUE,NA
201808,202408,600,2,1,11,11,25,TRUE,NA
201808,202409,601,2,1,11,11,25,TRUE,NA
201808,202410,602,2,1,11,11,25,TRUE,NA
201808,202411,603,2,1,11,11,25,TRUE,NA
201808,202412,604,2,1,11,11,25,TRUE,NA
201808,202501,693,2,1,11,11,25,TRUE,NA
201808,202502,694,2,1,11,11,25,TRUE,NA
201808,202503,695,2,1,11,11,25,TRUE,NA
201808,202504,696,2,1,11,11,25,TRUE,NA
201808,202505,697,2,1,11,11,25,TRUE,NA
201808,202506,698,2,1,11,10,24,TRUE,NA
201808,202507,699,2,1,11,10,24,TRUE,NA
201808,202508,700,2,1,11,10,24,TRUE,NA
201808,202509,701,2,1,11,10,24,TRUE,NA
201811,201811,0,1,1,12,12,26,TRUE,NA
201811,201812,1,1,1,12,12,26,TRUE,NA
201811,201901,90,1,1,12,12,26,TRUE,NA
201811,201902,91,1,1,12,12,26,TRUE,NA
201811,201903,92,1,1,12,12,26,TRUE,NA
201811,201904,93,1,1,12,12,26,TRUE,NA
201811,201905,94,1,1,12,12,26,TRUE,NA
201811,201906,95,1,1,12,12,26,TRUE,NA
201811,201907,96,1,1,12,12,26,TRUE,NA
201811,201908,97,1,1,12,12,26,TRUE,NA
201811,201909,98,1,1,12,12,26,TRUE,NA
201811,201910,99,1,1,12,12,26,TRUE,NA
201811,201911,100,1,1,12,12,26,TRUE,NA
201811,201912,101,1,1,12,12,26,TRUE,NA
201811,202001,190,1,1,12,13,27,TRUE,NA
201811,202002,191,1,1,12,13,27,TRUE,NA
201811,202003,192,1,1,12,13,27,TRUE,NA
201811,202004,193,1,1,12,13,27,TRUE,NA
201811,202005,194,1,1,12,13,27,TRUE,NA
201811,202006,195,1,1,12,13,27,TRUE,NA
201811,202007,196,1,1,12,13,27,TRUE,NA
201811,202008,197,1,1,12,13,27,TRUE,NA
201811,202009,198,1,1,12,13,27,TRUE,NA
201811,202010,199,1,1,12,13,27,TRUE,NA
201811,202011,200,1,1,12,13,27,TRUE,NA
201811,202012,201,1,1,12,13,27,TRUE,NA
201811,202101,290,1,1,12,13,27,TRUE,NA
201811,202102,291,1,1,12,13,27,TRUE,NA
201811,202103,292,1,1,12,13,27,TRUE,NA
201811,202104,293,1,1,12,13,27,TRUE,NA
201811,202105,294,1,1,12,13,27,TRUE,NA
201811,202106,295,1,1,12,13,27,TRUE,NA
201811,202107,296,1,1,12,13,27,TRUE,NA
201811,202108,297,1,1,12,13,27,TRUE,NA
201811,202109,298,1,1,12,13,27,TRUE,NA
201811,202110,299,1,1,12,13,27,TRUE,NA
201811,202111,300,1,1,12,13,27,TRUE,NA
201811,202112,301,1,1,12,13,27,TRUE,NA
201811,202201,390,1,1,12,13,27,TRUE,NA
201811,202202,391,1,1,12,13,27,TRUE,NA
201811,202203,392,1,1,12,13,27,TRUE,NA
201811,202204,393,1,1,12,13,27,TRUE,NA
201811,202205,394,1,1,12,13,27,TRUE,NA
201811,202206,395,1,1,12,13,27,TRUE,NA
201811,202207,396,1,1,12,13,27,TRUE,NA
201811,202208,397,1,1,12,13,27,TRUE,NA
201811,202209,398,1,1,12,13,27,TRUE,NA
201811,202210,399,1,1,12,12,26,TRUE,NA
201811,202211,400,1,1,12,12,26,TRUE,NA
201811,202212,401,1,1,12,12,26,TRUE,NA
201811,202301,490,1,1,12,12,26,TRUE,NA
201811,202302,491,1,1,12,12,26,TRUE,NA
201811,202303,492,1,1,12,12,26,TRUE,NA
201811,202304,493,1,1,12,12,26,TRUE,NA
201811,202305,494,1,1,12,12,26,TRUE,NA
201811,202306,495,1,1,12,12,26,TRUE,NA
201811,202307,496,1,1,12,12,26,TRUE,NA
201811,202308,497,1,1,12,12,26,TRUE,NA
201811,202309,498,1,1,12,12,26,TRUE,NA
201811,202310,499,1,1,12,12,26,TRUE,NA
201811,202311,500,1,1,12,12,26,TRUE,NA
201811,202312,501,1,1,12,12,26,TRUE,NA
201811,202401,590,1,1,12,11,25,TRUE,NA
201811,202402,591,1,1,12,11,25,TRUE,NA
201811,202403,592,1,1,12,11,25,TRUE,NA
201811,202404,593,1,1,12,11,25,TRUE,NA
201811,202405,594,1,1,12,11,25,TRUE,NA
201811,202406,595,1,1,12,11,25,TRUE,NA
201811,202407,596,1,1,12,11,25,TRUE,NA
201811,202408,597,1,1,12,11,25,TRUE,NA
201811,202409,598,1,1,12,11,25,TRUE,NA
201811,202410,599,1,1,12,11,25,TRUE,NA
201811,202411,600,1,1,12,11,25,TRUE,NA
201811,202412,601,1,1,12,11,25,TRUE,NA
201811,202501,690,1,1,12,11,25,TRUE,NA
201811,202502,691,1,1,12,11,25,TRUE,NA
201811,202503,692,1,1,12,11,25,TRUE,NA
201811,202504,693,1,1,12,11,25,TRUE,NA
201811,202505,694,1,1,12,11,25,TRUE,NA
201811,202506,695,1,1,12,10,24,TRUE,NA
201811,202507,696,1,1,12,10,24,TRUE,NA
201811,202508,697,1,1,12,10,24,TRUE,NA
201811,202509,698,1,1,12,10,24,TRUE,NA
201907,201907,0,2,2,12,12,28,TRUE,NA
201907,201908,1,2,2,12,12,28,TRUE,NA
201907,201909,2,2,2,12,12,28,TRUE,NA
201907,201910,3,2,2,12,12,28,TRUE,NA
201907,201911,4,2,2,12,12,28,TRUE,NA
201907,201912,5,2,2,12,12,28,TRUE,NA
201907,202001,94,2,2,12,13,29,TRUE,NA
201907,202002,95,2,2,12,13,29,TRUE,NA
201907,202003,96,2,2,12,13,29,TRUE,NA
201907,202004,97,2,2,12,13,29,TRUE,NA
201907,202005,98,2,2,12,13,29,TRUE,NA
201907,202006,99,2,2,12,13,29,TRUE,NA
201907,202007,100,2,2,12,13,29,TRUE,NA
201907,202008,101,2,2,12,13,29,TRUE,NA
201907,202009,102,2,2,12,13,29,TRUE,NA
201907,202010,103,2,2,12,13,29,TRUE,NA
201907,202011,104,2,2,12,13,29,TRUE,NA
201907,202012,105,2,2,12,13,29,TRUE,NA
201907,202101,194,2,2,12,13,29,TRUE,NA
201907,202102,195,2,2,12,13,29,TRUE,NA
201907,202103,196,2,2,12,13,29,TRUE,NA
201907,202104,197,2,2,12,13,29,TRUE,NA
201907,202105,198,2,2,12,13,29,TRUE,NA
201907,202106,199,2,2,12,13,29,TRUE,NA
201907,202107,200,2,2,12,13,29,TRUE,NA
201907,202108,201,2,2,12,13,29,TRUE,NA
201907,202109,202,2,2,12,13,29,TRUE,NA
201907,202110,203,2,2,12,13,29,TRUE,NA
201907,202111,204,2,2,12,13,29,TRUE,NA
201907,202112,205,2,2,12,13,29,TRUE,NA
201907,202201,294,2,2,12,13,29,TRUE,NA
201907,202202,295,2,2,12,13,29,TRUE,NA
201907,202203,296,2,2,12,13,29,TRUE,NA
201907,202204,297,2,2,12,13,29,TRUE,NA
201907,202205,298,2,2,12,13,29,TRUE,NA
201907,202206,299,2,2,12,13,29,TRUE,NA
201907,202207,300,2,2,12,13,29,TRUE,NA
201907,202208,301,2,2,12,13,29,TRUE,NA
201907,202209,302,2,2,12,13,29,TRUE,NA
201907,202210,303,2,2,12,12,28,TRUE,NA
201907,202211,304,2,2,12,12,28,TRUE,NA
201907,202212,305,2,2,12,12,28,TRUE,NA
201907,202301,394,2,2,12,12,28,TRUE,NA
201907,202302,395,2,2,12,12,28,TRUE,NA
201907,202303,396,2,2,12,12,28,TRUE,NA
201907,202304,397,2,2,12,12,28,TRUE,NA
201907,202305,398,2,2,12,12,28,TRUE,NA
201907,202306,399,2,2,12,12,28,TRUE,NA
201907,202307,400,2,2,12,12,28,TRUE,NA
201907,202308,401,2,2,12,12,28,TRUE,NA
201907,202309,402,2,2,12,12,28,TRUE,NA
201907,202310,403,2,2,12,12,28,TRUE,NA
201907,202311,404,2,2,12,12,28,TRUE,NA
201907,202312,405,2,2,12,12,28,TRUE,NA
201907,202401,494,2,2,12,11,27,TRUE,NA
201907,202402,495,2,2,12,11,27,TRUE,NA
201907,202403,496,2,2,12,11,27,TRUE,NA
201907,202404,497,2,2,12,11,27,TRUE,NA
201907,202405,498,2,2,12,11,27,TRUE,NA
201907,202406,499,2,2,12,11,27,TRUE,NA
201907,202407,500,2,2,12,11,27,TRUE,NA
201907,202408,501,2,2,12,11,27,TRUE,NA
201907,202409,502,2,2,12,11,27,TRUE,NA
201907,202410,503,2,2,12,11,27,TRUE,NA
201907,202411,504,2,2,12,11,27,TRUE,NA
201907,202412,505,2,2,12,11,27,TRUE,NA
201907,202501,594,2,2,12,11,27,TRUE,NA
201907,202502,595,2,2,12,11,27,TRUE,NA
201907,202503,596,2,2,12,11,27,TRUE,NA
201907,202504,597,2,2,12,11,27,TRUE,NA
201907,202505,598,2,2,12,11,27,TRUE,NA
201907,202506,599,2,2,12,10,26,TRUE,NA
201907,202507,600,2,2,12,10,26,TRUE,NA
201907,202508,601,2,2,12,10,26,TRUE,NA
201907,202509,602,2,2,12,10,26,TRUE,NA
201909,201909,0,1,1,12,12,26,TRUE,NA
201909,201910,1,1,1,12,12,26,TRUE,NA
201909,201911,2,1,1,12,12,26,TRUE,NA
201909,201912,3,1,1,12,12,26,TRUE,NA
201909,202001,92,1,1,12,13,27,TRUE,NA
201909,202002,93,1,1,12,13,27,TRUE,NA
201909,202003,94,1,1,12,13,27,TRUE,NA
201909,202004,95,1,1,12,13,27,TRUE,NA
201909,202005,96,1,1,12,13,27,TRUE,NA
201909,202006,97,1,1,12,13,27,TRUE,NA
201909,202007,98,1,1,12,13,27,TRUE,NA
201909,202008,99,1,1,12,13,27,TRUE,NA
201909,202009,100,1,1,12,13,27,TRUE,NA
201909,202010,101,1,1,12,13,27,TRUE,NA
201909,202011,102,1,1,12,13,27,TRUE,NA
201909,202012,103,1,1,12,13,27,TRUE,NA
201909,202101,192,1,1,12,13,27,TRUE,NA
201909,202102,193,1,1,12,13,27,TRUE,NA
201909,202103,194,1,1,12,13,27,TRUE,NA
201909,202104,195,1,1,12,13,27,TRUE,NA
201909,202105,196,1,1,12,13,27,TRUE,NA
201909,202106,197,1,1,12,13,27,TRUE,NA
201909,202107,198,1,1,12,13,27,TRUE,NA
201909,202108,199,1,1,12,13,27,TRUE,NA
201909,202109,200,1,1,12,13,27,TRUE,NA
201909,202110,201,1,1,12,13,27,TRUE,NA
201909,202111,202,1,1,12,13,27,TRUE,NA
201909,202112,203,1,1,12,13,27,TRUE,NA
201909,202201,292,1,1,12,13,27,TRUE,NA
201909,202202,293,1,1,12,13,27,TRUE,NA
201909,202203,294,1,1,12,13,27,TRUE,NA
201909,202204,295,1,1,12,13,27,TRUE,NA
201909,202205,296,1,1,12,13,27,TRUE,NA
201909,202206,297,1,1,12,13,27,TRUE,NA
201909,202207,298,1,1,12,13,27,TRUE,NA
201909,202208,299,1,1,12,13,27,TRUE,NA
201909,202209,300,1,1,12,13,27,TRUE,NA
201909,202210,301,1,1,12,12,26,TRUE,NA
201909,202211,302,1,1,12,12,26,TRUE,NA
201909,202212,303,1,1,12,12,26,TRUE,NA
201909,202301,392,1,1,12,12,26,TRUE,NA
201909,202302,393,1,1,12,12,26,TRUE,NA
201909,202303,394,1,1,12,12,26,TRUE,NA
201909,202304,395,1,1,12,12,26,TRUE,NA
201909,202305,396,1,1,12,12,26,TRUE,NA
201909,202306,397,1,1,12,12,26,TRUE,NA
201909,202307,398,1,1,12,12,26,TRUE,NA
201909,202308,399,1,1,12,12,26,TRUE,NA
201909,202309,400,1,1,12,12,26,TRUE,NA
201909,202310,401,1,1,12,12,26,TRUE,NA
201909,202311,402,1,1,12,12,26,TRUE,NA
201909,202312,403,1,1,12,12,26,TRUE,NA
201909,202401,492,1,1,12,11,25,TRUE,NA
201909,202402,493,1,1,12,11,25,TRUE,NA
201909,202403,494,1,1,12,11,25,TRUE,NA
201909,202404,495,1,1,12,11,25,TRUE,NA
201909,202405,496,1,1,12,11,25,TRUE,NA
201909,202406,497,1,1,12,11,25,TRUE,NA
201909,202407,498,1,1,12,11,25,TRUE,NA
201909,202408,499,1,1,12,11,25,TRUE,NA
201909,202409,500,1,1,12,11,25,TRUE,NA
201909,202410,501,1,1,12,11,25,TRUE,NA
201909,202411,502,1,1,12,11,25,TRUE,NA
201909,202412,503,1,1,12,11,25,TRUE,NA
201909,202501,592,1,1,12,11,25,TRUE,NA
201909,202502,593,1,1,12,11,25,TRUE,NA
201909,202503,594,1,1,12,11,25,TRUE,NA
201909,202504,595,1,1,12,11,25,TRUE,NA
201909,202505,596,1,1,12,11,25,TRUE,NA
201909,202506,597,1,1,12,10,24,TRUE,NA
201909,202507,598,1,1,12,10,24,TRUE,NA
201909,202508,599,1,1,12,10,24,TRUE,NA
201909,202509,600,1,1,12,10,24,TRUE,NA
201912,201912,0,1,1,12,12,26,TRUE,NA
201912,202001,89,1,1,12,13,27,TRUE,NA
201912,202002,90,1,1,12,13,27,TRUE,NA
201912,202003,91,1,1,12,13,27,TRUE,NA
201912,202004,92,1,1,12,13,27,TRUE,NA
201912,202005,93,1,1,12,13,27,TRUE,NA
201912,202006,94,1,1,12,13,27,TRUE,NA
201912,202007,95,1,1,12,13,27,TRUE,NA
201912,202008,96,1,1,12,13,27,TRUE,NA
201912,202009,97,1,1,12,13,27,TRUE,NA
201912,202010,98,1,1,12,13,27,TRUE,NA
201912,202011,99,1,1,12,13,27,TRUE,NA
201912,202012,100,1,1,12,13,27,TRUE,NA
201912,202101,189,1,1,12,13,27,TRUE,NA
201912,202102,190,1,1,12,13,27,TRUE,NA
201912,202103,191,1,1,12,13,27,TRUE,NA
201912,202104,192,1,1,12,13,27,TRUE,NA
201912,202105,193,1,1,12,13,27,TRUE,NA
201912,202106,194,1,1,12,13,27,TRUE,NA
201912,202107,195,1,1,12,13,27,TRUE,NA
201912,202108,196,1,1,12,13,27,TRUE,NA
201912,202109,197,1,1,12,13,27,TRUE,NA
201912,202110,198,1,1,12,13,27,TRUE,NA
201912,202111,199,1,1,12,13,27,TRUE,NA
201912,202112,200,1,1,12,13,27,TRUE,NA
201912,202201,289,1,1,12,13,27,TRUE,NA
201912,202202,290,1,1,12,13,27,TRUE,NA
201912,202203,291,1,1,12,13,27,TRUE,NA
201912,202204,292,1,1,12,13,27,TRUE,NA
201912,202205,293,1,1,12,13,27,TRUE,NA
201912,202206,294,1,1,12,13,27,TRUE,NA
201912,202207,295,1,1,12,13,27,TRUE,NA
201912,202208,296,1,1,12,13,27,TRUE,NA
201912,202209,297,1,1,12,13,27,TRUE,NA
201912,202210,298,1,1,12,12,26,TRUE,NA
201912,202211,299,1,1,12,12,26,TRUE,NA
201912,202212,300,1,1,12,12,26,TRUE,NA
201912,202301,389,1,1,12,12,26,TRUE,NA
201912,202302,390,1,1,12,12,26,TRUE,NA
201912,202303,391,1,1,12,12,26,TRUE,NA
201912,202304,392,1,1,12,12,26,TRUE,NA
201912,202305,393,1,1,12,12,26,TRUE,NA
201912,202306,394,1,1,12,12,26,TRUE,NA
201912,202307,395,1,1,12,12,26,TRUE,NA
201912,202308,396,1,1,12,12,26,TRUE,NA
201912,202309,397,1,1,12,12,26,TRUE,NA
201912,202310,398,1,1,12,12,26,TRUE,NA
201912,202311,399,1,1,12,12,26,TRUE,NA
201912,202312,400,1,1,12,12,26,TRUE,NA
201912,202401,489,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202402,490,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202403,491,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202404,492,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202405,493,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202406,494,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202407,495,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202408,496,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202409,497,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202410,498,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202411,499,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202412,500,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202501,589,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202502,590,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202503,591,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202504,592,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202505,593,1,0,12,11,24,FALSE,"n_treat_post=0"
201912,202506,594,1,0,12,10,23,FALSE,"n_treat_post=0"
201912,202507,595,1,0,12,10,23,FALSE,"n_treat_post=0"
201912,202508,596,1,0,12,10,23,FALSE,"n_treat_post=0"
201912,202509,597,1,0,12,10,23,FALSE,"n_treat_post=0"
202003,202003,0,1,1,13,13,28,TRUE,NA
202003,202004,1,1,1,13,13,28,TRUE,NA
202003,202005,2,1,1,13,13,28,TRUE,NA
202003,202006,3,1,1,13,13,28,TRUE,NA
202003,202007,4,1,1,13,13,28,TRUE,NA
202003,202008,5,1,1,13,13,28,TRUE,NA
202003,202009,6,1,1,13,13,28,TRUE,NA
202003,202010,7,1,1,13,13,28,TRUE,NA
202003,202011,8,1,1,13,13,28,TRUE,NA
202003,202012,9,1,1,13,13,28,TRUE,NA
202003,202101,98,1,1,13,13,28,TRUE,NA
202003,202102,99,1,1,13,13,28,TRUE,NA
202003,202103,100,1,1,13,13,28,TRUE,NA
202003,202104,101,1,1,13,13,28,TRUE,NA
202003,202105,102,1,1,13,13,28,TRUE,NA
202003,202106,103,1,1,13,13,28,TRUE,NA
202003,202107,104,1,1,13,13,28,TRUE,NA
202003,202108,105,1,1,13,13,28,TRUE,NA
202003,202109,106,1,1,13,13,28,TRUE,NA
202003,202110,107,1,1,13,13,28,TRUE,NA
202003,202111,108,1,1,13,13,28,TRUE,NA
202003,202112,109,1,1,13,13,28,TRUE,NA
202003,202201,198,1,1,13,13,28,TRUE,NA
202003,202202,199,1,1,13,13,28,TRUE,NA
202003,202203,200,1,1,13,13,28,TRUE,NA
202003,202204,201,1,1,13,13,28,TRUE,NA
202003,202205,202,1,1,13,13,28,TRUE,NA
202003,202206,203,1,1,13,13,28,TRUE,NA
202003,202207,204,1,1,13,13,28,TRUE,NA
202003,202208,205,1,1,13,13,28,TRUE,NA
202003,202209,206,1,1,13,13,28,TRUE,NA
202003,202210,207,1,1,13,12,27,TRUE,NA
202003,202211,208,1,1,13,12,27,TRUE,NA
202003,202212,209,1,1,13,12,27,TRUE,NA
202003,202301,298,1,1,13,12,27,TRUE,NA
202003,202302,299,1,1,13,12,27,TRUE,NA
202003,202303,300,1,1,13,12,27,TRUE,NA
202003,202304,301,1,1,13,12,27,TRUE,NA
202003,202305,302,1,1,13,12,27,TRUE,NA
202003,202306,303,1,1,13,12,27,TRUE,NA
202003,202307,304,1,1,13,12,27,TRUE,NA
202003,202308,305,1,1,13,12,27,TRUE,NA
202003,202309,306,1,1,13,12,27,TRUE,NA
202003,202310,307,1,1,13,12,27,TRUE,NA
202003,202311,308,1,1,13,12,27,TRUE,NA
202003,202312,309,1,1,13,12,27,TRUE,NA
202003,202401,398,1,1,13,11,26,TRUE,NA
202003,202402,399,1,1,13,11,26,TRUE,NA
202003,202403,400,1,1,13,11,26,TRUE,NA
202003,202404,401,1,1,13,11,26,TRUE,NA
202003,202405,402,1,1,13,11,26,TRUE,NA
202003,202406,403,1,1,13,11,26,TRUE,NA
202003,202407,404,1,1,13,11,26,TRUE,NA
